,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
22,Clear,2012-09-13 02:51:00<br />,12.2,,-,63.0,,1027.9,19.4,10:51 PM,,16.1,Variable,7.4,0
23,Clear,2012-09-13 03:51:00<br />,11.7,,-,61.0,,1028.1,19.4,11:51 PM,,16.1,WSW,7.4,240
0,Clear,2012-09-13 04:51:00<br />,12.2,,-,63.0,,1028.1,19.4,12:51 AM,,16.1,WSW,13.0,240
1,Clear,2012-09-13 05:51:00<br />,11.7,,-,63.0,,1027.9,18.9,1:51 AM,,16.1,Variable,5.6,0
2,Clear,2012-09-13 06:51:00<br />,12.2,,-,65.0,,1027.8,18.9,2:51 AM,,16.1,Variable,9.3,0
3,Clear,2012-09-13 07:51:00<br />,12.2,,-,68.0,,1027.6,18.3,3:51 AM,,16.1,Variable,5.6,0
4,Clear,2012-09-13 08:51:00<br />,12.8,,-,70.0,,1027.6,18.3,4:51 AM,,16.1,WSW,7.4,250
5,Clear,2012-09-13 09:51:00<br />,12.8,,-,75.0,,1027.9,17.2,5:51 AM,,16.1,Variable,5.6,0
6,Clear,2012-09-13 10:51:00<br />,12.8,,-,75.0,,1028.3,17.2,6:51 AM,,16.1,Variable,5.6,0
7,Clear,2012-09-13 11:51:00<br />,12.8,,-,68.0,,1028.5,18.9,7:51 AM,,16.1,Calm,Calm,0
8,Clear,2012-09-13 12:51:00<br />,12.8,,-,63.0,,1028.3,20.0,8:51 AM,,16.1,Calm,Calm,0
9,Clear,2012-09-13 13:51:00<br />,11.7,,-,53.0,,1028.5,21.7,9:51 AM,,16.1,Calm,Calm,0
10,Clear,2012-09-13 14:51:00<br />,11.7,,-,48.0,,1028.4,23.3,10:51 AM,,16.1,Variable,7.4,0
11,Clear,2012-09-13 15:51:00<br />,11.7,,-,43.0,,1028.3,25.0,11:51 AM,,16.1,Calm,Calm,0
12,Clear,2012-09-13 16:51:00<br />,11.7,,-,40.0,,1027.8,26.1,12:51 PM,,16.1,Variable,5.6,0
13,Clear,2012-09-13 17:51:00<br />,12.8,,-,44.0,,1027.1,26.1,1:51 PM,,16.1,Variable,9.3,0
14,Unknown,2012-09-13 18:00:00<br />,-9999.0,,-,,,-9999.0,-9999.0,2:00 PM,,-9999.0,North,-9999.0,0
15,Clear,2012-09-13 19:51:00<br />,13.3,,-,48.0,,1026.1,25.0,3:51 PM,,16.1,North,-9999.0,0
16,Clear,2012-09-13 20:51:00<br />,13.9,,-,53.0,,1025.8,23.9,4:51 PM,,16.1,Variable,9.3,0
17,Clear,2012-09-13 21:51:00<br />,14.4,,-,57.0,,1025.7,23.3,5:51 PM,,16.1,North,-9999.0,0
18,Clear,2012-09-13 22:51:00<br />,14.4,,-,61.0,,1025.5,22.2,6:51 PM,,16.1,Variable,7.4,0
19,Clear,2012-09-13 23:51:00<br />,14.4,,-,65.0,,1025.7,21.1,7:51 PM,,16.1,Calm,Calm,0
20,Clear,2012-09-14 00:51:00<br />,14.4,,-,68.0,,1025.6,20.6,8:51 PM,,16.1,Calm,Calm,0
21,Clear,2012-09-14 01:51:00<br />,14.4,,-,70.0,,1025.5,20.0,9:51 PM,,16.1,Calm,Calm,0
22,Clear,2012-09-14 02:51:00<br />,13.9,,-,68.0,,1025.4,20.0,10:51 PM,,16.1,Variable,5.6,0
23,Clear,2012-09-14 03:51:00<br />,14.4,,-,70.0,,1025.6,20.0,11:51 PM,,16.1,Calm,Calm,0
0,Clear,2012-09-14 04:51:00<br />,14.4,,-,70.0,,1025.5,20.0,12:51 AM,,16.1,Calm,Calm,0
1,Clear,2012-09-14 05:51:00<br />,15.0,,-,78.0,,1025.5,18.9,1:51 AM,,16.1,Variable,7.4,0
2,Clear,2012-09-14 06:51:00<br />,15.0,,-,78.0,,1025.2,18.9,2:51 AM,,16.1,WSW,7.4,240
3,Clear,2012-09-14 07:51:00<br />,15.0,,-,81.0,,1025.0,18.3,3:51 AM,,16.1,Variable,7.4,0
4,Clear,2012-09-14 08:51:00<br />,14.4,,-,78.0,,1024.7,18.3,4:51 AM,,16.1,Variable,5.6,0
5,Clear,2012-09-14 09:51:00<br />,13.9,,-,78.0,,1024.6,17.8,5:51 AM,,16.1,WSW,7.4,250
6,Clear,2012-09-14 10:51:00<br />,15.0,,-,84.0,,1024.6,17.8,6:51 AM,,16.1,Calm,Calm,0
7,Clear,2012-09-14 11:51:00<br />,14.4,,-,73.0,,1024.2,19.4,7:51 AM,,16.1,Calm,Calm,0
8,Clear,2012-09-14 12:51:00<br />,13.9,,-,65.0,,1023.9,20.6,8:51 AM,,16.1,Calm,Calm,0
9,Clear,2012-09-14 13:51:00<br />,15.0,,-,66.0,,1023.9,21.7,9:51 AM,,16.1,Calm,Calm,0
10,Clear,2012-09-14 14:51:00<br />,14.4,,-,55.0,,1023.6,23.9,10:51 AM,,16.1,Variable,7.4,0
11,Clear,2012-09-14 15:51:00<br />,12.8,,-,45.0,,1022.9,25.6,11:51 AM,,16.1,Variable,5.6,0
12,Clear,2012-09-14 16:51:00<br />,13.9,,-,45.0,,1022.3,26.7,12:51 PM,,16.1,North,-9999.0,0
13,Clear,2012-09-14 17:51:00<br />,11.7,,-,39.0,,1021.7,26.7,1:51 PM,,16.1,SW,5.6,220
14,Clear,2012-09-14 18:51:00<br />,12.0,,-,42.0,,1021.9,26.0,2:51 PM,,16.1,Variable,7.4,0
15,Clear,2012-09-14 19:51:00<br />,13.9,,-,50.0,,1020.7,25.0,3:51 PM,,16.1,Calm,Calm,0
16,Clear,2012-09-14 20:51:00<br />,14.4,,-,55.0,,1020.5,23.9,4:51 PM,,16.1,Variable,11.1,0
17,Clear,2012-09-14 21:51:00<br />,15.6,,-,64.0,,1020.2,22.8,5:51 PM,,16.1,Variable,9.3,0
18,Clear,2012-09-14 22:51:00<br />,15.6,,-,66.0,,1020.0,22.2,6:51 PM,,16.1,South,9.3,180
19,Clear,2012-09-14 23:51:00<br />,15.6,,-,68.0,,1020.0,21.7,7:51 PM,,16.1,Variable,7.4,0
20,Clear,2012-09-15 00:51:00<br />,15.6,,-,71.0,,1019.9,21.1,8:51 PM,,16.1,Variable,7.4,0
21,Clear,2012-09-15 01:51:00<br />,16.1,,-,75.0,,1019.4,20.6,9:51 PM,,16.1,Variable,5.6,0
22,Clear,2012-09-15 02:51:00<br />,15.6,,-,71.0,,1018.9,21.1,10:51 PM,,16.1,Variable,5.6,0
23,Clear,2012-09-15 03:51:00<br />,15.6,,-,76.0,,1019.0,20.0,11:51 PM,,16.1,Variable,7.4,0
0,Scattered Clouds,2012-09-15 05:51:00<br />,15.6,,-,76.0,,1018.7,20.0,1:51 AM,,16.1,WSW,9.3,240
1,Clear,2012-09-15 06:51:00<br />,15.6,,-,79.0,,1018.1,19.4,2:51 AM,,16.1,Calm,Calm,0
2,Clear,2012-09-15 07:51:00<br />,13.9,,-,70.0,,1018.1,19.4,3:51 AM,,16.1,Variable,9.3,0
3,Overcast,2012-09-15 08:51:00<br />,12.8,,-,68.0,,1018.3,18.9,4:51 AM,,16.1,Variable,7.4,0
4,Overcast,2012-09-15 09:51:00<br />,12.8,,-,83.0,0.01,1019.0,15.6,5:51 AM,,16.1,Calm,Calm,0
5,Mostly Cloudy,2012-09-15 10:51:00<br />,11.1,,-,75.0,,1019.8,15.6,6:51 AM,,16.1,Variable,7.4,0
6,Clear,2012-09-15 11:51:00<br />,10.0,,-,69.0,,1020.1,15.6,7:51 AM,,16.1,Calm,Calm,0
7,Clear,2012-09-15 12:51:00<br />,9.4,,-,62.0,,1020.4,16.7,8:51 AM,,16.1,Variable,11.1,0
8,Clear,2012-09-15 13:51:00<br />,8.9,,-,56.0,,1020.3,17.8,9:51 AM,,16.1,North,16.7,360
9,Clear,2012-09-15 14:51:00<br />,8.3,,29.6,49.0,,1020.1,19.4,10:51 AM,,16.1,Variable,7.4,0
10,Clear,2012-09-15 15:51:00<br />,7.8,,-,44.0,,1019.6,20.6,11:51 AM,,16.1,North,-9999.0,0
11,Clear,2012-09-15 16:51:00<br />,8.3,,-,41.0,,1019.4,22.2,12:51 PM,,16.1,North,-9999.0,0
12,Clear,2012-09-15 17:51:00<br />,7.8,,-,40.0,,1019.0,22.2,1:51 PM,,16.1,NW,13.0,310
13,Scattered Clouds,2012-09-15 18:51:00<br />,7.8,,-,41.0,,1018.5,21.7,2:51 PM,,16.1,North,-9999.0,0
14,Partly Cloudy,2012-09-15 19:51:00<br />,7.8,,-,41.0,,1018.3,21.7,3:51 PM,,16.1,WNW,13.0,290
15,Clear,2012-09-15 20:51:00<br />,7.2,,-,39.0,,1018.3,21.7,4:51 PM,,16.1,Variable,9.3,0
16,Partly Cloudy,2012-09-15 21:51:00<br />,6.7,,37.0,39.0,,1018.6,21.1,5:51 PM,,16.1,Variable,11.1,0
17,Clear,2012-09-15 22:51:00<br />,6.7,,-,42.0,,1018.7,20.0,6:51 PM,,16.1,NNW,5.6,330
18,Clear,2012-09-15 23:51:00<br />,6.7,,-,44.0,,1018.9,19.4,7:51 PM,,16.1,Variable,7.4,0
19,Clear,2012-09-16 00:51:00<br />,7.2,,-,47.0,,1019.1,18.9,8:51 PM,,16.1,Variable,9.3,0
20,Clear,2012-09-16 01:51:00<br />,7.8,,-,50.0,,1019.4,18.3,9:51 PM,,16.1,Variable,5.6,0
21,Clear,2012-09-16 02:51:00<br />,7.8,,-,52.0,,1019.6,17.8,10:51 PM,,16.1,Calm,Calm,0
22,Clear,2012-09-16 03:51:00<br />,8.3,,-,58.0,,1019.8,16.7,11:51 PM,,16.1,Variable,5.6,0
0,Clear,2012-09-16 04:51:00<br />,7.8,,-,56.0,,1019.9,16.7,12:51 AM,,16.1,Calm,Calm,0
1,Clear,2012-09-16 05:51:00<br />,8.3,,-,62.0,,1019.8,15.6,1:51 AM,,16.1,Calm,Calm,0
2,Clear,2012-09-16 06:51:00<br />,8.3,,-,64.0,,1019.3,15.0,2:51 AM,,16.1,Calm,Calm,0
3,Clear,2012-09-16 07:51:00<br />,8.9,,-,70.0,,1019.2,14.4,3:51 AM,,16.1,Calm,Calm,0
4,Clear,2012-09-16 08:51:00<br />,8.9,,-,72.0,,1019.4,13.9,4:51 AM,,16.1,Calm,Calm,0
5,Clear,2012-09-16 09:51:00<br />,8.9,,-,72.0,,1019.7,13.9,5:51 AM,,16.1,Calm,Calm,0
6,Clear,2012-09-16 10:51:00<br />,8.9,,-,72.0,,1020.0,13.9,6:51 AM,,16.1,Calm,Calm,0
7,Clear,2012-09-16 11:51:00<br />,8.9,,-,67.0,,1020.2,15.0,7:51 AM,,16.1,Calm,Calm,0
8,Mostly Cloudy,2012-09-16 12:51:00<br />,8.9,,-,60.0,,1020.4,16.7,8:51 AM,,16.1,Variable,7.4,0
9,Clear,2012-09-16 13:51:00<br />,8.9,,-,56.0,,1020.5,17.8,9:51 AM,,16.1,NW,9.3,310
10,Clear,2012-09-16 14:51:00<br />,8.9,,-,51.0,,1019.8,19.4,10:51 AM,,16.1,Calm,Calm,0
11,Partly Cloudy,2012-09-16 15:51:00<br />,8.9,,-,44.0,,1019.2,21.7,11:51 AM,,16.1,Variable,7.4,0
12,Mostly Cloudy,2012-09-16 16:51:00<br />,7.8,,-,41.0,,1018.7,21.7,12:51 PM,,16.1,Variable,9.3,0
13,Mostly Cloudy,2012-09-16 17:51:00<br />,7.8,,-,38.0,,1018.0,22.8,1:51 PM,,16.1,Variable,5.6,0
14,Partly Cloudy,2012-09-16 18:51:00<br />,7.2,,-,37.0,,1017.5,22.8,2:51 PM,,16.1,North,-9999.0,0
15,Clear,2012-09-16 19:51:00<br />,6.7,,-,37.0,,1017.1,22.2,3:51 PM,,16.1,Variable,5.6,0
16,Scattered Clouds,2012-09-16 20:51:00<br />,6.7,,-,35.0,,1016.9,22.8,4:51 PM,,16.1,North,-9999.0,0
17,Scattered Clouds,2012-09-16 21:51:00<br />,7.2,,-,39.0,,1016.8,21.7,5:51 PM,,16.1,Calm,Calm,0
18,Clear,2012-09-16 22:51:00<br />,7.2,,-,41.0,,1017.0,21.1,6:51 PM,,16.1,Variable,7.4,0
19,Clear,2012-09-16 23:51:00<br />,6.7,,-,40.0,,1017.4,20.6,7:51 PM,,16.1,Variable,5.6,0
20,Clear,2012-09-17 00:51:00<br />,7.2,,-,47.0,,1017.8,18.9,8:51 PM,,16.1,Variable,5.6,0
21,Clear,2012-09-17 01:51:00<br />,7.8,,-,48.0,,1018.1,18.9,9:51 PM,,16.1,Calm,Calm,0
22,Clear,2012-09-17 02:51:00<br />,7.8,,-,54.0,,1018.3,17.2,10:51 PM,,16.1,NW,5.6,310
23,Clear,2012-09-17 03:51:00<br />,8.3,,-,58.0,,1018.3,16.7,11:51 PM,,16.1,Calm,Calm,0
0,Clear,2012-09-17 04:51:00<br />,8.3,,-,60.0,,1018.4,16.1,12:51 AM,,16.1,NW,7.4,310
1,Clear,2012-09-17 05:51:00<br />,8.3,,-,60.0,,1018.5,16.1,1:51 AM,,16.1,WNW,7.4,300
2,Clear,2012-09-17 06:51:00<br />,8.9,,-,67.0,,1018.5,15.0,2:51 AM,,16.1,Calm,Calm,0
3,Clear,2012-09-17 07:51:00<br />,8.9,,-,67.0,,1018.7,15.0,3:51 AM,,16.1,Calm,Calm,0
4,Clear,2012-09-17 08:51:00<br />,8.9,,-,70.0,,1019.1,14.4,4:51 AM,,16.1,Calm,Calm,0
5,Clear,2012-09-17 09:51:00<br />,10.0,,-,75.0,,1018.9,14.4,5:51 AM,,16.1,Calm,Calm,0
6,Clear,2012-09-17 10:51:00<br />,10.0,,-,75.0,,1019.1,14.4,6:51 AM,,16.1,Calm,Calm,0
7,Clear,2012-09-17 11:51:00<br />,9.4,,-,64.0,,1019.4,16.1,7:51 AM,,16.1,Calm,Calm,0
8,Clear,2012-09-17 12:51:00<br />,10.0,,-,60.0,,1019.5,17.8,8:51 AM,,16.1,Calm,Calm,0
9,Clear,2012-09-17 13:51:00<br />,8.3,,-,49.0,,1019.8,19.4,9:51 AM,,16.1,Variable,7.4,0
10,Clear,2012-09-17 14:51:00<br />,8.9,,-,46.0,,1019.6,21.1,10:51 AM,,16.1,Variable,5.6,0
11,Clear,2012-09-17 15:51:00<br />,8.9,,-,40.0,,1018.9,23.3,11:51 AM,,16.1,West,9.3,260
12,Clear,2012-09-17 16:51:00<br />,8.9,,-,37.0,,1018.5,24.4,12:51 PM,,16.1,Variable,5.6,0
13,Clear,2012-09-17 17:51:00<br />,8.9,,-,37.0,,1017.8,24.4,1:51 PM,,16.1,Calm,Calm,0
14,Clear,2012-09-17 18:51:00<br />,8.3,,-,34.0,,1017.2,25.0,2:51 PM,,16.1,Calm,Calm,0
15,Clear,2012-09-17 19:51:00<br />,7.8,,-,35.0,,1017.0,24.4,3:51 PM,,16.1,Variable,7.4,0
16,Clear,2012-09-17 20:51:00<br />,9.4,,-,41.0,,1016.9,23.3,4:51 PM,,16.1,Variable,11.1,0
17,Clear,2012-09-17 21:51:00<br />,10.6,,-,48.0,,1017.2,22.2,5:51 PM,,16.1,Variable,7.4,0
18,Clear,2012-09-17 22:51:00<br />,10.0,,-,49.0,,1017.3,21.1,6:51 PM,,16.1,North,-9999.0,0
19,Clear,2012-09-17 23:51:00<br />,9.4,,-,49.0,,1017.3,20.6,7:51 PM,,16.1,South,13.0,190
20,Clear,2012-09-18 00:51:00<br />,10.0,,-,54.0,,1017.6,19.4,8:51 PM,,16.1,Variable,5.6,0
21,Clear,2012-09-18 01:51:00<br />,11.7,,-,61.0,,1017.4,19.4,9:51 PM,,16.1,Variable,5.6,0
22,Overcast,2012-09-18 03:51:00<br />,14.4,,-,68.0,,1017.1,20.6,11:51 PM,,16.1,Variable,9.3,0
0,Light Rain,2012-09-18 09:51:00<br />,19.4,Rain,-,96.0,,1012.9,20.0,5:51 AM,,8.0,North,-9999.0,0
1,Overcast,2012-09-18 11:51:00<br />,20.0,,-,96.0,0.05,1012.0,20.6,7:51 AM,,4.8,Variable,7.4,0
2,Overcast,2012-09-18 12:51:00<br />,20.0,,-,96.0,0.01,1011.2,20.6,8:51 AM,,8.0,Variable,7.4,0
3,Overcast,2012-09-18 13:51:00<br />,20.0,,46.3,90.0,,1010.8,21.7,9:51 AM,,12.9,South,20.4,190
4,Overcast,2012-09-18 14:51:00<br />,20.6,,-,93.0,0.0,1010.5,21.7,10:51 AM,,11.3,North,-9999.0,0
5,Overcast,2012-09-18 15:51:00<br />,20.0,,40.7,87.0,,1009.1,22.2,11:51 AM,,14.5,South,13.0,180
6,Overcast,2012-09-18 16:51:00<br />,19.4,,-,81.0,,1008.4,22.8,12:51 PM,,14.5,South,13.0,180
7,Overcast,2012-09-18 17:51:00<br />,20.6,,40.7,87.0,0.0,1007.1,22.8,1:51 PM,,12.9,Variable,9.3,0
8,Overcast,2012-09-18 18:51:00<br />,20.6,,37.0,85.0,,1006.2,23.3,2:51 PM,,11.3,Variable,11.1,0
9,Overcast,2012-09-18 19:09:00<br />,20.6,,50.0,87.0,,1007.0,22.8,3:09 PM,,11.3,South,24.1,180
10,Overcast,2012-09-18 19:32:00<br />,20.6,,-,85.0,,1006.3,23.3,3:32 PM,,12.9,North,-9999.0,0
11,Overcast,2012-09-18 19:51:00<br />,20.6,,40.7,82.0,,1005.4,23.9,3:51 PM,,12.9,South,20.4,180
12,Overcast,2012-09-18 20:51:00<br />,20.6,,31.5,85.0,,1005.0,23.3,4:51 PM,,11.3,Variable,11.1,0
13,Overcast,2012-09-18 21:51:00<br />,20.6,,-,87.0,,1004.6,22.8,5:51 PM,,9.7,North,-9999.0,0
14,Overcast,2012-09-18 22:51:00<br />,20.6,,-,87.0,0.01,1004.2,22.8,6:51 PM,,12.9,Variable,11.1,0
15,Unknown,2012-09-18 23:05:00<br />,-9999.0,,-,,,-9999.0,-9999.0,7:05 PM,,-9999.0,North,-9999.0,0
16,Heavy Rain,2012-09-18 23:45:00<br />,19.0,Rain,48.2,94.0,0.05,1006.0,20.0,7:45 PM,,1.2,WSW,18.5,250
17,Heavy Rain,2012-09-18 23:51:00<br />,19.4,Fog-Rain,35.2,96.0,0.27,1005.3,20.0,7:51 PM,,0.4,SW,13.0,220
18,Light Rain,2012-09-19 00:18:00<br />,20.0,Rain,-,100.0,0.83,1006.3,20.0,8:18 PM,,4.8,Variable,9.3,0
19,Rain,2012-09-19 00:36:00<br />,19.4,Rain,-,96.0,0.86,1006.3,20.0,8:36 PM,,4.8,North,-9999.0,0
20,Rain,2012-09-19 00:51:00<br />,19.4,Rain,-,96.0,0.9,1005.4,20.0,8:51 PM,,6.4,WSW,11.1,250
21,Rain,2012-09-19 01:51:00<br />,19.4,Rain,-,96.0,0.17,1005.1,20.0,9:51 PM,,4.0,Variable,9.3,0
22,Light Rain,2012-09-19 02:06:00<br />,19.4,Rain,-,96.0,0.04,1006.0,20.0,10:06 PM,,6.4,Calm,Calm,0
23,Light Rain,2012-09-19 02:51:00<br />,19.0,Rain,-,100.0,0.05,1006.3,19.0,10:51 PM,,8.0,Variable,5.6,0
24,Mostly Cloudy,2012-09-19 03:06:00<br />,18.9,,-,97.0,0.0,1007.3,19.4,11:06 PM,,16.1,Variable,7.4,0
25,Mostly Cloudy,2012-09-19 03:51:00<br />,19.4,,-,96.0,0.0,1007.4,20.0,11:51 PM,,16.1,Variable,7.4,0
0,Mostly Cloudy,2012-09-19 04:51:00<br />,18.9,,-,97.0,,1007.1,19.4,12:51 AM,,16.1,Variable,7.4,0
1,Overcast,2012-09-19 05:51:00<br />,18.9,,-,97.0,,1007.1,19.4,1:51 AM,,14.5,Variable,7.4,0
2,Overcast,2012-09-19 06:51:00<br />,17.2,,-,90.0,,1008.1,18.9,2:51 AM,,16.1,NNW,14.8,330
3,Light Rain,2012-09-19 07:08:00<br />,14.4,Rain,-,86.0,0.0,1009.4,16.7,3:08 AM,,12.9,Variable,5.6,0
4,Overcast,2012-09-19 07:35:00<br />,13.3,,33.3,86.0,0.0,1010.0,15.6,3:35 AM,,16.1,WNW,13.0,290
5,Overcast,2012-09-19 07:51:00<br />,12.8,,-,83.0,0.0,1009.7,15.6,3:51 AM,,16.1,North,-9999.0,0
6,Overcast,2012-09-19 08:51:00<br />,10.0,,-,69.0,,1010.4,15.6,4:51 AM,,16.1,Variable,7.4,0
7,Overcast,2012-09-19 09:51:00<br />,8.9,,-,64.0,,1011.7,15.6,5:51 AM,,16.1,Variable,11.1,0
8,Overcast,2012-09-19 10:51:00<br />,7.8,,-,60.0,,1012.9,15.6,6:51 AM,,16.1,Variable,7.4,0
9,Overcast,2012-09-19 11:51:00<br />,7.8,,-,62.0,,1013.9,15.0,7:51 AM,,16.1,Variable,11.1,0
10,Scattered Clouds,2012-09-19 12:51:00<br />,7.2,,35.2,60.0,,1015.0,15.0,8:51 AM,,16.1,Variable,7.4,0
11,Clear,2012-09-19 13:51:00<br />,6.1,,-,52.0,,1016.0,16.1,9:51 AM,,16.1,Variable,11.1,0
12,Clear,2012-09-19 14:51:00<br />,6.7,,-,50.0,,1016.4,17.2,10:51 AM,,16.1,Variable,11.1,0
13,Clear,2012-09-19 15:51:00<br />,6.7,,-,42.0,,1017.0,20.0,11:51 AM,,16.1,Variable,7.4,0
14,Clear,2012-09-19 16:51:00<br />,6.7,,-,40.0,,1017.6,20.6,12:51 PM,,16.1,Variable,9.3,0
15,Clear,2012-09-19 17:51:00<br />,5.6,,-,40.0,,1018.0,19.4,1:51 PM,,16.1,WNW,9.3,300
16,Clear,2012-09-19 18:51:00<br />,4.4,,-,35.0,,1018.3,20.6,2:51 PM,,16.1,Calm,Calm,0
17,Clear,2012-09-19 19:51:00<br />,4.4,,-,33.0,,1018.1,21.1,3:51 PM,,16.1,North,14.8,350
18,Clear,2012-09-19 20:51:00<br />,4.4,,-,36.0,,1018.8,20.0,4:51 PM,,16.1,Variable,9.3,0
19,Clear,2012-09-19 21:51:00<br />,5.0,,-,39.0,,1019.2,19.4,5:51 PM,,16.1,WNW,11.1,300
20,Clear,2012-09-19 22:51:00<br />,5.0,,-,42.0,,1019.6,18.3,6:51 PM,,16.1,Calm,Calm,0
21,Clear,2012-09-19 23:51:00<br />,5.0,,-,43.0,,1020.3,17.8,7:51 PM,,16.1,Variable,5.6,0
22,Clear,2012-09-20 00:51:00<br />,5.0,,-,45.0,,1020.8,17.2,8:51 PM,,16.1,Calm,Calm,0
23,Clear,2012-09-20 01:51:00<br />,6.1,,-,50.0,,1021.4,16.7,9:51 PM,,16.1,Variable,5.6,0
24,Clear,2012-09-20 02:51:00<br />,6.7,,-,54.0,,1021.9,16.1,10:51 PM,,16.1,Variable,7.4,0
25,Clear,2012-09-20 03:51:00<br />,5.6,,-,51.0,,1022.0,15.6,11:51 PM,,16.1,NE,11.1,50
0,Clear,2012-09-20 04:51:00<br />,6.1,,-,59.0,,1021.9,13.9,12:51 AM,,16.1,Variable,7.4,0
1,Clear,2012-09-20 05:51:00<br />,6.1,,-,62.0,,1022.0,13.3,1:51 AM,,16.1,Variable,7.4,0
2,Clear,2012-09-20 06:51:00<br />,5.6,,-,62.0,,1022.0,12.8,2:51 AM,,16.1,Calm,Calm,0
3,Clear,2012-09-20 07:51:00<br />,6.1,,-,64.0,,1022.1,12.8,3:51 AM,,16.1,Variable,5.6,0
4,Clear,2012-09-20 08:51:00<br />,6.1,,-,62.0,,1022.2,13.3,4:51 AM,,16.1,Variable,7.4,0
5,Clear,2012-09-20 09:51:00<br />,6.1,,-,64.0,,1022.3,12.8,5:51 AM,,16.1,NE,11.1,50
6,Clear,2012-09-20 10:51:00<br />,7.2,,-,69.0,,1022.6,12.8,6:51 AM,,16.1,Variable,7.4,0
7,Clear,2012-09-20 11:51:00<br />,7.8,,-,69.0,,1022.7,13.3,7:51 AM,,16.1,ENE,11.1,60
8,Clear,2012-09-20 12:51:00<br />,8.3,,-,67.0,,1022.9,14.4,8:51 AM,,16.1,Variable,11.1,0
9,Clear,2012-09-20 13:51:00<br />,10.0,,-,69.0,,1023.0,15.6,9:51 AM,,16.1,NE,7.4,40
10,Clear,2012-09-20 14:51:00<br />,11.7,,-,70.0,,1022.6,17.2,10:51 AM,,16.1,ENE,11.1,60
11,Overcast,2012-09-20 15:36:00<br />,12.2,,-,65.0,,1022.9,18.9,11:36 AM,,16.1,ENE,14.8,60
12,Mostly Cloudy,2012-09-20 15:51:00<br />,12.2,,-,68.0,,1022.0,18.3,11:51 AM,,16.1,Variable,11.1,0
13,Scattered Clouds,2012-09-20 16:51:00<br />,12.8,,-,63.0,,1021.2,20.0,12:51 PM,,16.1,Variable,7.4,0
14,Overcast,2012-09-20 17:51:00<br />,12.8,,-,66.0,,1020.5,19.4,1:51 PM,,16.1,ENE,11.1,60
15,Unknown,2012-09-20 18:04:00<br />,-9999.0,,-,,,-9999.0,-9999.0,2:04 PM,,-9999.0,North,-9999.0,0
16,Overcast,2012-09-20 18:51:00<br />,12.8,,-,66.0,,1020.1,19.4,2:51 PM,,16.1,ENE,9.3,60
17,Overcast,2012-09-20 19:51:00<br />,12.8,,-,66.0,,1019.9,19.4,3:51 PM,,16.1,North,-9999.0,0
18,Overcast,2012-09-20 20:51:00<br />,12.2,,-,68.0,,1020.0,18.3,4:51 PM,,16.1,Variable,7.4,0
19,Overcast,2012-09-20 21:19:00<br />,12.8,,-,70.0,,1020.5,18.3,5:19 PM,,16.1,SE,13.0,130
20,Overcast,2012-09-20 21:51:00<br />,12.2,,-,68.0,,1019.8,18.3,5:51 PM,,16.1,Variable,11.1,0
21,Overcast,2012-09-20 22:01:00<br />,12.2,,-,68.0,,1020.9,18.3,6:01 PM,,16.1,Variable,11.1,0
22,Overcast,2012-09-20 22:51:00<br />,12.8,,-,73.0,,1020.0,17.8,6:51 PM,,16.1,Variable,7.4,0
23,Partly Cloudy,2012-09-20 23:51:00<br />,12.8,,-,75.0,,1020.0,17.2,7:51 PM,,16.1,East,13.0,90
24,Mostly Cloudy,2012-09-21 00:51:00<br />,12.2,,-,72.0,,1020.1,17.2,8:51 PM,,16.1,ESE,13.0,110
25,Partly Cloudy,2012-09-21 01:51:00<br />,12.8,,-,75.0,,1020.0,17.2,9:51 PM,,16.1,East,13.0,90
26,Partly Cloudy,2012-09-21 02:51:00<br />,12.8,,-,78.0,,1020.2,16.7,10:51 PM,,16.1,Variable,5.6,0
27,Mostly Cloudy,2012-09-21 03:51:00<br />,12.8,,-,78.0,,1020.0,16.7,11:51 PM,,16.1,Variable,5.6,0
0,Overcast,2012-09-21 04:51:00<br />,12.8,,-,78.0,,1019.8,16.7,12:51 AM,,16.1,Variable,7.4,0
1,Overcast,2012-09-21 05:51:00<br />,12.8,,-,78.0,,1020.0,16.7,1:51 AM,,16.1,Variable,7.4,0
2,Overcast,2012-09-21 06:51:00<br />,12.2,,-,75.0,,1019.3,16.7,2:51 AM,,16.1,Variable,9.3,0
3,Mostly Cloudy,2012-09-21 07:51:00<br />,12.2,,-,75.0,,1019.1,16.7,3:51 AM,,16.1,Variable,5.6,0
4,Clear,2012-09-21 08:51:00<br />,12.2,,-,78.0,,1019.0,16.1,4:51 AM,,16.1,SE,9.3,130
5,Mostly Cloudy,2012-09-21 09:29:00<br />,12.2,,-,78.0,,1019.9,16.1,5:29 AM,,16.1,Calm,Calm,0
6,Overcast,2012-09-21 09:51:00<br />,12.2,,-,78.0,,1019.3,16.1,5:51 AM,,16.1,Variable,5.6,0
7,Scattered Clouds,2012-09-21 10:22:00<br />,12.2,,-,80.0,,1019.9,15.6,6:22 AM,,16.1,Variable,7.4,0
