Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
Clear,4/4/2013 22:51:00,-1.7,,,53,,1021.5,7.2,6:51 PM,,16.1,South,9.3,190
Clear,4/4/2013 23:51:00,-1.7,,,51,,1020.8,7.8,7:51 PM,,16.1,South,14.8,180
Clear,4/5/2013 0:51:00,-2.8,,,46,,1020.1,8.3,8:51 PM,,16.1,Variable,5.6,0
Clear,4/5/2013 1:51:00,-5.6,,,37,,1020,8.3,9:51 PM,,16.1,Variable,11.1,0
Clear,4/5/2013 2:51:00,-5.6,,,42,,1019.7,6.7,10:51 PM,,16.1,WSW,13,250
Clear,4/5/2013 3:51:00,-7.8,,,37,,1018.9,6.1,11:51 PM,,16.1,SW,13,230
Clear,4/5/2013 4:51:00,-6.1,,,42,,1017.9,6.1,12:51 AM,,16.1,Variable,7.4,0
Clear,4/5/2013 5:51:00,-4.4,,,49,,1017.8,5.6,1:51 AM,,16.1,Variable,7.4,0
Clear,4/5/2013 6:51:00,-3.3,,,53,,1016.3,5.6,2:51 AM,,16.1,Variable,5.6,0
Clear,4/5/2013 7:51:00,-3.3,,,53,,1015.6,5.6,3:51 AM,,16.1,Variable,5.6,0
Overcast,4/5/2013 8:51:00,-2.8,,,55,,1014.7,5.6,4:51 AM,,16.1,WSW,5.6,250
Overcast,4/5/2013 9:51:00,-2.8,,,55,,1014.5,5.6,5:51 AM,,16.1,WSW,5.6,250
Overcast,4/5/2013 10:51:00,-2.8,,,55,,1013.8,5.6,6:51 AM,,16.1,Calm,Calm,0
Overcast,4/5/2013 11:51:00,-2.2,,,56,,1013.4,6.1,7:51 AM,,16.1,Calm,Calm,0
Scattered Clouds,4/5/2013 12:51:00,-1.7,,,58,,1013,6.1,8:51 AM,,16.1,Variable,5.6,0
Clear,4/5/2013 13:51:00,-2.2,,,52,,1011.6,7.2,9:51 AM,,16.1,Variable,5.6,0
Clear,4/5/2013 14:51:00,-3.9,,,39,,1011.2,9.4,10:51 AM,,16.1,Variable,5.6,0
Clear,4/5/2013 15:51:00,-5,,,32,,1010,11.1,11:51 AM,,16.1,Variable,9.3,0
Clear,4/5/2013 16:51:00,-7.8,,,22,,1008.5,13.9,12:51 PM,,16.1,WNW,11.1,290
Clear,4/5/2013 17:51:00,-10,,,17,,1007.1,15,1:51 PM,,16.1,North,9.3,360
Clear,4/5/2013 18:51:00,-7.8,,27.8,18,,1006.3,16.7,2:51 PM,,16.1,Variable,11.1,0
Clear,4/5/2013 19:51:00,-6.7,,27.8,21,,1005.9,16.1,3:51 PM,,16.1,WNW,14.8,300
Clear,4/5/2013 20:51:00,-7.2,,31.5,20,,1006.4,15.6,4:51 PM,,16.1,West,14.8,280
Clear,4/5/2013 21:51:00,-8.9,,33.3,19,,1008,15,5:51 PM,,16.1,WNW,18.5,300
Clear,4/5/2013 22:51:00,-8.9,,,21,,1009.4,13.3,6:51 PM,,16.1,Variable,11.1,0
Clear,4/5/2013 23:51:00,-9.4,,37,22,,1010.6,11.7,7:51 PM,,16.1,North,14.8,360
Clear,4/6/2013 0:51:00,-9.4,,29.6,24,,1012.3,10.6,8:51 PM,,16.1,North,14.8,350
Clear,4/6/2013 1:51:00,-7.2,,,32,,1013.9,8.9,9:51 PM,,16.1,North,-9999,0
Clear,4/6/2013 2:51:00,-7.8,,31.5,34,,1014.9,7.2,10:51 PM,,16.1,Variable,11.1,0
Clear,4/6/2013 3:51:00,-8.3,,,35,,1015.7,6.1,11:51 PM,,16.1,NW,13,320
Clear,4/6/2013 4:51:00,-8.3,,,38,,1016.2,5,12:51 AM,,16.1,North,-9999,0
Clear,4/6/2013 5:51:00,-8.3,,29.6,40,,1017.1,4.4,1:51 AM,,16.1,NW,18.5,310
Clear,4/6/2013 6:51:00,-11.7,,48.2,33,,1017.7,3.3,2:51 AM,,16.1,NW,31.5,310
Clear,4/6/2013 7:51:00,-10.6,,33.3,37,,1018.6,2.8,3:51 AM,,16.1,WNW,16.7,300
Clear,4/6/2013 8:51:00,-9.4,,37,43,,1019.6,2.2,4:51 AM,,16.1,NW,16.7,310
Clear,4/6/2013 9:51:00,-8.3,,,46,,1020.8,2.2,5:51 AM,,16.1,Variable,9.3,0
Clear,4/6/2013 10:51:00,-8.3,,,48,,1022,1.7,6:51 AM,,16.1,Calm,Calm,0
Clear,4/6/2013 11:51:00,-8.3,,,46,,1023.3,2.2,7:51 AM,,16.1,Variable,5.6,0
Clear,4/6/2013 12:51:00,-10,,,38,,1024.1,3.3,8:51 AM,,16.1,NNE,16.7,20
Clear,4/6/2013 13:51:00,-12.2,,,30,,1025.1,3.9,9:51 AM,,16.1,NE,14.8,50
Clear,4/6/2013 14:51:00,-13.9,,,25,,1025.5,5,10:51 AM,,16.1,North,-9999,0
Clear,4/6/2013 15:51:00,-13.3,,,23,,1025.6,6.7,11:51 AM,,16.1,Variable,5.6,0
Clear,4/6/2013 16:51:00,-12.8,,,21,,1025.4,8.3,12:51 PM,,16.1,North,-9999,0
Clear,4/6/2013 17:51:00,-15.6,,,16,,1025,8.9,1:51 PM,,16.1,Calm,Calm,0
Clear,4/6/2013 18:51:00,-15.6,,,16,,1024.7,9.4,2:51 PM,,16.1,Variable,11.1,0
Clear,4/6/2013 19:51:00,-15,,,15,,1024.2,10.6,3:51 PM,,16.1,Variable,7.4,0
Clear,4/6/2013 20:51:00,-14.4,,,16,,1024.6,10.6,4:51 PM,,16.1,West,9.3,260
Clear,4/6/2013 21:51:00,-11.1,,,22,,1024.9,10,5:51 PM,,16.1,Variable,5.6,0
Clear,4/6/2013 22:51:00,-6.7,,25.9,35,,1025.6,7.8,6:51 PM,,16.1,South,14.8,180
Clear,4/6/2013 23:51:00,-4.4,,,45,,1025.7,6.7,7:51 PM,,16.1,Variable,7.4,0
Clear,4/7/2013 0:51:00,-2.8,,,53,,1026.1,6.1,8:51 PM,,16.1,South,5.6,180
Clear,4/7/2013 1:51:00,-2.2,,,58,,1026.1,5.6,9:51 PM,,16.1,Calm,Calm,0
Clear,4/7/2013 2:51:00,-2.2,,,58,,1026.3,5.6,10:51 PM,,16.1,South,11.1,180
Clear,4/7/2013 3:51:00,-2.2,,,58,,1026,5.6,11:51 PM,,16.1,SE,5.6,140
Clear,4/7/2013 4:51:00,-2.2,,,60,,1025.9,5,12:51 AM,,16.1,Calm,Calm,0
Clear,4/7/2013 5:51:00,-2.2,,,60,,1026,5,1:51 AM,,16.1,WSW,9.3,240
Clear,4/7/2013 6:51:00,-2.2,,29.6,63,,1025.4,4.4,2:51 AM,,16.1,WSW,14.8,250
Clear,4/7/2013 7:51:00,-2.2,,,63,,1025.3,4.4,3:51 AM,,16.1,WSW,11.1,250
Clear,4/7/2013 8:51:00,-1.7,,,62,,1025.2,5,4:51 AM,,16.1,North,-9999,0
Clear,4/7/2013 9:51:00,-2.8,,,55,,1025.2,5.6,5:51 AM,,16.1,Variable,5.6,0
Partly Cloudy,4/7/2013 10:51:00,-5,,,45,,1025.4,6.1,6:51 AM,,16.1,Variable,5.6,0
Partly Cloudy,4/7/2013 11:51:00,-5.6,,,42,,1025.2,6.7,7:51 AM,,16.1,WSW,7.4,250
Mostly Cloudy,4/7/2013 12:51:00,-4.4,,33.3,44,,1025.1,7.2,8:51 AM,,16.1,Variable,11.1,0
Overcast,4/7/2013 13:51:00,-3.3,,27.8,44,,1024.6,8.3,9:51 AM,,16.1,Variable,7.4,0
Clear,4/7/2013 14:51:00,-1.1,,,48,,1024,9.4,10:51 AM,,16.1,South,13,180
Clear,4/7/2013 15:51:00,-0.6,,27.8,46,,1023.1,10.6,11:51 AM,,16.1,South,14.8,180
Clear,4/7/2013 16:51:00,1.1,,29.6,48,,1021.3,11.7,12:51 PM,,16.1,South,14.8,180
Clear,4/7/2013 17:51:00,2.2,,33.3,51,,1020.4,12.2,1:51 PM,,16.1,Variable,11.1,0
Clear,4/7/2013 18:51:00,2.8,,38.9,57,,1019.3,11.1,2:51 PM,,16.1,South,22.2,190
Clear,4/7/2013 19:51:00,3.3,,38.9,61,,1017.9,10.6,3:51 PM,,16.1,South,14.8,190
Clear,4/7/2013 20:51:00,4.4,,42.6,66,,1017,10.6,4:51 PM,,16.1,South,16.7,180
Clear,4/7/2013 21:51:00,5,,35.2,68,,1015.8,10.6,5:51 PM,,16.1,South,22.2,190
Overcast,4/7/2013 22:51:00,5,,33.3,68,,1016.3,10.6,6:51 PM,,16.1,South,13,170
Partly Cloudy,4/7/2013 23:51:00,5.6,,,69,,1016.8,11.1,7:51 PM,,16.1,SSE,11.1,160
Partly Cloudy,4/8/2013 0:51:00,5.6,,,66,,1016.7,11.7,8:51 PM,,16.1,South,13,180
Clear,4/8/2013 1:51:00,5.6,,,64,,1016.9,12.2,9:51 PM,,16.1,South,7.4,190
Clear,4/8/2013 2:51:00,5.6,,,64,,1016.6,12.2,10:51 PM,,16.1,South,7.4,190
Clear,4/8/2013 3:51:00,5.6,,,64,,1015.9,12.2,11:51 PM,,16.1,SW,7.4,230
Clear,4/8/2013 4:51:00,5.6,,29.6,64,,1015.6,12.2,12:51 AM,,16.1,SW,14.8,230
Clear,4/8/2013 5:51:00,5.6,,,64,,1015.2,12.2,1:51 AM,,16.1,Variable,7.4,0
Clear,4/8/2013 6:51:00,5.6,,,66,,1015,11.7,2:51 AM,,16.1,West,9.3,260
Clear,4/8/2013 7:51:00,5.6,,,66,,1015.3,11.7,3:51 AM,,16.1,Variable,5.6,0
Clear,4/8/2013 8:51:00,5.6,,,66,,1015.5,11.7,4:51 AM,,16.1,Calm,Calm,0
Clear,4/8/2013 9:51:00,5.6,,,66,,1015.7,11.7,5:51 AM,,16.1,WSW,7.4,250
Clear,4/8/2013 10:51:00,5.6,,,64,,1016.7,12.2,6:51 AM,,16.1,Calm,Calm,0
Clear,4/8/2013 11:51:00,5.6,,,64,,1017.6,12.2,7:51 AM,,16.1,West,5.6,270
Clear,4/8/2013 12:51:00,5.6,,,62,,1017.5,12.8,8:51 AM,,16.1,Variable,5.6,0
Clear,4/8/2013 13:51:00,5,,,55,,1018.1,13.9,9:51 AM,,16.1,Calm,Calm,0
Clear,4/8/2013 14:51:00,5,,,49,,1018.2,15.6,10:51 AM,,16.1,Variable,5.6,0
Clear,4/8/2013 15:51:00,4.4,,,40,,1018.2,18.3,11:51 AM,,16.1,Variable,5.6,0
Clear,4/8/2013 16:51:00,3.3,,,33,,1017.7,20,12:51 PM,,16.1,WNW,9.3,300
Clear,4/8/2013 17:51:00,2.2,,,28,,1016.9,21.7,1:51 PM,,16.1,Variable,5.6,0
Clear,4/8/2013 18:51:00,2.8,,,27,,1016.3,22.8,2:51 PM,,16.1,South,11.1,170
Clear,4/8/2013 19:51:00,2.8,,,28,,1015.8,22.2,3:51 PM,,16.1,Calm,Calm,0
Clear,4/8/2013 20:51:00,4.4,,,36,,1015.9,20,4:51 PM,,16.1,Variable,9.3,0
Clear,4/8/2013 21:51:00,4.4,,29.6,43,,1016.2,17.2,5:51 PM,,16.1,South,14.8,170
Clear,4/8/2013 22:51:00,4.4,,29.6,44,,1016,16.7,6:51 PM,,16.1,SSE,16.7,160
Clear,4/8/2013 23:51:00,5.6,,,53,,1016.5,15,7:51 PM,,16.1,SSE,14.8,160
Clear,4/9/2013 0:51:00,6.7,,,62,,1016.6,13.9,8:51 PM,,16.1,North,-9999,0
Clear,4/9/2013 1:51:00,7.2,,,67,,1016.7,13.3,9:51 PM,,16.1,SSE,7.4,160
Partly Cloudy,4/9/2013 2:51:00,7.2,,,67,,1016.3,13.3,10:51 PM,,16.1,SSE,5.6,160
Clear,4/9/2013 3:51:00,7.8,,,75,,1015.9,12.2,11:51 PM,,16.1,Calm,Calm,0
Clear,4/9/2013 4:51:00,7.8,,,80,,1015.5,11.1,12:51 AM,,14.5,SE,13,140
Clear,4/9/2013 5:51:00,7.8,,,77,,1014.6,11.7,1:51 AM,,14.5,Variable,7.4,0
Mostly Cloudy,4/9/2013 6:51:00,8.3,,,80,,1014.4,11.7,2:51 AM,,12.9,Calm,Calm,0
Scattered Clouds,4/9/2013 7:51:00,8.9,,,86,0,1013.7,11.1,3:51 AM,,9.7,Calm,Calm,0
Clear,4/9/2013 8:51:00,8.9,,,86,,1013.4,11.1,4:51 AM,,9.7,Calm,Calm,0
Clear,4/9/2013 9:51:00,8.3,,,86,,1013.5,10.6,5:51 AM,,11.3,ENE,5.6,60
Scattered Clouds,4/9/2013 10:51:00,9.4,,,83,,1014.1,12.2,6:51 AM,,11.3,West,7.4,270
Clear,4/9/2013 11:51:00,10,,,67,,1014.2,16.1,7:51 AM,,16.1,West,7.4,270
Clear,4/9/2013 12:51:00,9.4,,,56,,1014.1,18.3,8:51 AM,,16.1,West,9.3,280
Clear,4/9/2013 13:51:00,9.4,,29.6,45,,1013.7,21.7,9:51 AM,,16.1,Variable,11.1,0
Clear,4/9/2013 14:51:00,7.2,,38.9,34,,1014,23.9,10:51 AM,,16.1,WNW,20.4,290
Clear,4/9/2013 15:51:00,6.7,,27.8,32,,1013.7,24.4,11:51 AM,,16.1,WNW,14.8,290
Clear,4/9/2013 16:51:00,4.4,,29.6,25,,1013.9,26.1,12:51 PM,,16.1,WNW,13,290
Clear,4/9/2013 17:51:00,4.4,,35.2,24,,1013.6,26.7,1:51 PM,,16.1,WNW,11.1,290
Clear,4/9/2013 18:51:00,3.9,,29.6,22,,1013.3,27.8,2:51 PM,,16.1,WNW,13,290
Clear,4/9/2013 19:51:00,0.6,,27.8,17,,1013.2,27.8,3:51 PM,,16.1,NW,16.7,320
Clear,4/9/2013 20:51:00,0,,,17,,1012.8,27.2,4:51 PM,,16.1,WNW,11.1,300
Clear,4/9/2013 21:51:00,-1.1,,,16,,1013.3,26.7,5:51 PM,,16.1,Calm,Calm,0
Clear,4/9/2013 22:51:00,0,,,18,,1013.7,26.1,6:51 PM,,16.1,Variable,5.6,0
Clear,4/9/2013 23:51:00,0,,,20,,1014,24.4,7:51 PM,,16.1,NNE,5.6,20
Clear,4/10/2013 0:51:00,2.2,,,26,,1014.4,22.8,8:51 PM,,16.1,ESE,5.6,120
Clear,4/10/2013 1:51:00,3.3,,,29,,1015.1,22.2,9:51 PM,,16.1,SSE,7.4,150
Clear,4/10/2013 2:51:00,2.8,,,30,,1013.3,21.1,10:51 PM,,16.1,Calm,Calm,0
Clear,4/10/2013 3:51:00,5,,,40,,1012.3,18.9,11:51 PM,,16.1,SE,5.6,140
Mostly Cloudy,4/10/2013 4:51:00,7.8,,,44,,1011.7,20.6,12:51 AM,,16.1,Variable,7.4,0
Clear,4/10/2013 5:51:00,9.4,,,47,,1010.9,21.1,1:51 AM,,16.1,Variable,7.4,0
Clear,4/10/2013 6:51:00,10,,,49,,1009.4,21.1,2:51 AM,,16.1,Variable,11.1,0
Scattered Clouds,4/10/2013 7:51:00,9.4,,,54,,1010.9,18.9,3:51 AM,,16.1,Variable,7.4,0
Clear,4/10/2013 8:51:00,6.7,,,58,,1011.6,15,4:51 AM,,16.1,NE,5.6,50
Clear,4/10/2013 9:51:00,7.2,,,64,,1012.1,13.9,5:51 AM,,16.1,Calm,Calm,0
Clear,4/10/2013 10:51:00,7.8,,,69,,1012.8,13.3,6:51 AM,,16.1,Calm,Calm,0
Clear,4/10/2013 11:51:00,7.2,,,62,,1013.8,14.4,7:51 AM,,16.1,NNE,5.6,30
Overcast,4/10/2013 12:51:00,7.8,,,62,,1013.5,15,8:51 AM,,16.1,Calm,Calm,0
Clear,4/10/2013 13:51:00,8.3,,,56,,1013.4,17.2,9:51 AM,,16.1,ENE,9.3,60
Clear,4/10/2013 14:51:00,8.3,,,50,,1013.5,18.9,10:51 AM,,16.1,ENE,9.3,70
Overcast,4/10/2013 15:51:00,8.9,,,51,,1013.5,19.4,11:51 AM,,16.1,ENE,9.3,60
Clear,4/10/2013 16:51:00,8.9,,,47,,1013.5,20.6,12:51 PM,,16.1,ESE,9.3,120
Clear,4/10/2013 17:51:00,9.4,,,44,,1013,22.2,1:51 PM,,16.1,East,11.1,80
Clear,4/10/2013 18:51:00,10,,,46,,1012.5,22.2,2:51 PM,,16.1,ENE,16.7,60
Unknown,4/10/2013 19:51:00,9.4,,,45,,1011.5,21.7,3:51 PM,,16.1,North,-9999,0
Clear,4/10/2013 20:51:00,8.3,,25.9,56,,1011.7,17.2,4:51 PM,,16.1,Variable,7.4,0
Partly Cloudy,4/10/2013 21:51:00,7.8,,,60,,1011.1,15.6,5:51 PM,,16.1,North,-9999,0
Clear,4/10/2013 22:51:00,7.8,,,67,,1010.3,13.9,6:51 PM,,16.1,Variable,9.3,0
Heavy Rain,4/10/2013 23:25:00,11.7,Rain,,87,0.04,1014.1,13.9,7:25 PM,,2.8,Calm,Calm,0
Light Rain,4/10/2013 23:51:00,12.2,Rain,,89,0.2,1010.4,13.9,7:51 PM,,4.8,SSE,16.7,150
Clear,4/11/2013 0:51:00,12.8,,,90,0.03,1010.4,14.4,8:51 PM,,11.3,SSW,7.4,200
Partly Cloudy,4/11/2013 1:51:00,11.7,,,87,,1010.3,13.9,9:51 PM,,12.9,North,-9999,0
Heavy Rain,4/11/2013 2:25:00,12.2,Rain,,89,0.01,1013.8,13.9,10:25 PM,,2.8,West,7.4,260
Heavy Rain,4/11/2013 2:39:00,12.8,Rain,,93,0.15,1014.1,13.9,10:39 PM,,2.4,Variable,7.4,0
Rain,4/11/2013 2:48:00,13,Rain,,100,0.19,1013.1,13,10:48 PM,,2.4,South,7.4,190
Rain,4/11/2013 2:51:00,12.8,Rain,,97,0.21,1012,13.3,10:51 PM,,2.4,South,7.4,180
Overcast,4/11/2013 3:28:00,13.3,,,96,0.04,1012.4,13.9,11:28 PM,,4.8,Calm,Calm,0
Light Rain,4/11/2013 3:42:00,13.9,Rain,,97,0.04,1012.1,14.4,11:42 PM,,3.2,Calm,Calm,0
Light Rain,4/11/2013 3:51:00,13.9,Rain,,97,0.04,1010.8,14.4,11:51 PM,,2.4,SSE,5.6,150
Overcast,4/11/2013 4:17:00,13.9,,,97,0.01,1010,14.4,12:17 AM,,3.2,SSE,7.4,150
Overcast,4/11/2013 4:30:00,13.9,,,97,0.01,1010.7,14.4,12:30 AM,,2.4,Variable,5.6,0
Mostly Cloudy,4/11/2013 4:41:00,14.4,,,96,0.01,1011.1,15,12:41 AM,,3.2,Variable,5.6,0
Mostly Cloudy,4/11/2013 4:51:00,14.4,,25.9,93,0.01,1010.9,15.6,12:51 AM,,6.4,WSW,14.8,250
Scattered Clouds,4/11/2013 5:51:00,13.9,,,93,0,1010.2,15,1:51 AM,,8,West,9.3,260
Partly Cloudy,4/11/2013 6:51:00,14.4,,,96,,1008.1,15,2:51 AM,,6.4,Calm,Calm,0
Partly Cloudy,4/11/2013 7:22:00,13.9,,,97,,1009.7,14.4,3:22 AM,,3.2,West,7.4,280
Scattered Clouds,4/11/2013 7:37:00,13.9,,,93,,1010,15,3:37 AM,,4,WNW,7.4,300
Mostly Cloudy,4/11/2013 7:51:00,13.9,,,93,,1009.6,15,3:51 AM,,4,Calm,Calm,0
Overcast,4/11/2013 8:40:00,13.9,,,93,,1011.1,15,4:40 AM,,4,Calm,Calm,0
Overcast,4/11/2013 8:51:00,13.9,,,93,,1010.7,15,4:51 AM,,3.2,Variable,5.6,0
Overcast,4/11/2013 9:12:00,13.3,,,93,,1012.1,14.4,5:12 AM,,3.2,Variable,5.6,0
Overcast,4/11/2013 9:32:00,12.2,,,89,,1012.1,13.9,5:32 AM,,4.8,NE,9.3,50
Overcast,4/11/2013 9:51:00,11.7,,,90,,1011.4,13.3,5:51 AM,,12.9,Variable,9.3,0
Overcast,4/11/2013 10:51:00,10,,,86,,1013,12.2,6:51 AM,,16.1,Variable,5.6,0
Overcast,4/11/2013 11:51:00,8.3,,,80,,1013.3,11.7,7:51 AM,,16.1,Variable,11.1,0
Mostly Cloudy,4/11/2013 12:21:00,8.3,,,77,,1014.1,12.2,8:21 AM,,16.1,NNE,13,20
Overcast,4/11/2013 12:51:00,7.2,,25.9,74,,1013.7,11.7,8:51 AM,,16.1,NE,16.7,40
Overcast,4/11/2013 13:51:00,7.2,,,74,,1014.2,11.7,9:51 AM,,16.1,North,13,360
Overcast,4/11/2013 14:51:00,7.8,,,69,,1014.5,13.3,10:51 AM,,16.1,North,9.3,360
Overcast,4/11/2013 15:07:00,7.8,,,67,,1015.1,13.9,11:07 AM,,16.1,NNE,11.1,30
Overcast,4/11/2013 15:51:00,8.3,,,72,,1014.6,13.3,11:51 AM,,16.1,Calm,Calm,0
Overcast,4/11/2013 16:51:00,8.9,,,70,,1014.6,14.4,12:51 PM,,16.1,ENE,7.4,60
Overcast,4/11/2013 17:49:00,8,,,67,,1015.5,14,1:49 PM,,16.1,SE,13,140
Overcast,4/11/2013 17:51:00,8.3,,,67,,1014.7,14.4,1:51 PM,,16.1,Variable,11.1,0
Overcast,4/11/2013 18:51:00,7.8,,,62,,1014.3,15,2:51 PM,,16.1,Variable,5.6,0
Overcast,4/11/2013 19:24:00,7.8,,,60,,1015.1,15.6,3:24 PM,,16.1,NE,18.5,50
Overcast,4/11/2013 19:40:00,7.8,,,62,,1015.1,15,3:40 PM,,16.1,NE,14.8,50
Overcast,4/11/2013 19:51:00,7.8,,,60,,1014.2,15.6,3:51 PM,,16.1,ENE,14.8,60
Overcast,4/11/2013 20:33:00,8.3,,,64,,1014.8,15,4:33 PM,,16.1,Variable,11.1,0
Overcast,4/11/2013 20:48:00,8,,,63,,1014.8,15,4:48 PM,,16.1,East,14.8,90
Overcast,4/11/2013 20:51:00,8.3,,,64,,1013.8,15,4:51 PM,,16.1,SE,13,130
Overcast,4/11/2013 20:59:00,8.9,,,70,,1014.8,14.4,4:59 PM,,16.1,South,7.4,170
Overcast,4/11/2013 21:51:00,7.8,,25.9,77,,1015,11.7,5:51 PM,,16.1,Variable,9.3,0
Overcast,4/11/2013 22:51:00,6.1,,31.5,77,,1015.9,10,6:51 PM,,16.1,SSE,18.5,150
Overcast,4/11/2013 23:04:00,6.1,,37,77,,1016.5,10,7:04 PM,,16.1,SSE,11.1,150
Overcast,4/11/2013 23:36:00,5.6,,29.6,77,,1016.8,9.4,7:36 PM,,16.1,ESE,11.1,120
Overcast,4/11/2013 23:48:00,6,,,82,,1016.5,9,7:48 PM,,16.1,ESE,16.7,120
Overcast,4/11/2013 23:51:00,5.6,,,77,,1015.8,9.4,7:51 PM,,16.1,Variable,7.4,0
Overcast,4/12/2013 0:15:00,5,,27.8,74,,1017.2,9.4,8:15 PM,,16.1,ESE,16.7,110
Overcast,4/12/2013 0:51:00,4.4,,,71,,1016.7,9.4,8:51 PM,,16.1,ESE,18.5,110
Overcast,4/12/2013 1:51:00,4.4,,,71,,1017.1,9.4,9:51 PM,,16.1,East,14.8,90
Overcast,4/12/2013 2:51:00,3.9,,,71,,1017.3,8.9,10:51 PM,,16.1,Variable,9.3,0
Overcast,4/12/2013 3:28:00,3.9,,27.8,71,,1018.2,8.9,11:28 PM,,16.1,ENE,16.7,70
Overcast,4/12/2013 3:51:00,3.3,,,71,,1017.1,8.3,11:51 PM,,16.1,ENE,14.8,70
Overcast,4/12/2013 4:51:00,3.3,,,71,,1016.4,8.3,12:51 AM,,16.1,ENE,16.7,70
Overcast,4/12/2013 5:51:00,3.3,,29.6,73,,1016.2,7.8,1:51 AM,,16.1,NE,20.4,50
Overcast,4/12/2013 6:29:00,3.3,,,73,,1016.8,7.8,2:29 AM,,16.1,East,14.8,80
Overcast,4/12/2013 6:51:00,3.3,,27.8,73,,1015.7,7.8,2:51 AM,,16.1,ESE,16.7,110
Overcast,4/12/2013 7:51:00,3.3,,29.6,73,,1015.6,7.8,3:51 AM,,16.1,East,18.5,100
Overcast,4/12/2013 8:24:00,4.4,,25.9,82,,1016.5,7.2,4:24 AM,,11.3,East,13,100
Overcast,4/12/2013 8:51:00,4.4,,40.7,85,,1015,6.7,4:51 AM,,6.4,East,14.8,100
Overcast,4/12/2013 9:09:00,5,,27.8,89,,1016.1,6.7,5:09 AM,,6.4,East,14.8,80
Overcast,4/12/2013 9:20:00,5,,40.7,89,,1015.8,6.7,5:20 AM,,8,East,22.2,100
Overcast,4/12/2013 9:51:00,3.9,,38.9,86,,1014.4,6.1,5:51 AM,,11.3,East,22.2,80
Overcast,4/12/2013 10:10:00,3.9,,33.3,82,,1014.4,6.7,6:10 AM,,16.1,Variable,11.1,0
Overcast,4/12/2013 10:51:00,2.8,,38.9,76,,1013.8,6.7,6:51 AM,,16.1,ESE,20.4,110
Light Rain,4/12/2013 11:51:00,3.3,Rain,37,82,0.01,1012.8,6.1,7:51 AM,,9.7,ESE,16.7,110
Light Rain,4/12/2013 12:51:00,3.3,Rain,42.6,85,0.02,1012.4,5.6,8:51 AM,,6.4,East,24.1,100
Light Rain,4/12/2013 13:14:00,3.9,Rain,,89,0.01,1013.1,5.6,9:14 AM,,4,East,18.5,90
Heavy Rain,4/12/2013 13:26:00,3.9,Rain,31.5,93,0.06,1013.1,5,9:26 AM,,2,East,16.7,80
Heavy Rain,4/12/2013 13:33:00,3.9,Rain,,93,0.1,1012.8,5,9:33 AM,,1.6,East,14.8,90
Light Rain,4/12/2013 13:51:00,3.9,Rain,31.5,93,0.18,1012,5,9:51 AM,,2,East,13,90
Light Rain,4/12/2013 13:54:00,3.9,Rain,31.5,93,0,1012.8,5,9:54 AM,,4.8,East,14.8,90
Rain,4/12/2013 14:11:00,3.9,Rain,27.8,93,0.02,1013.1,5,10:11 AM,,2.8,NE,11.1,50
Light Rain,4/12/2013 14:51:00,3.9,Rain,33.3,93,0.18,1011.8,5,10:51 AM,,4,East,18.5,80
Light Rain,4/12/2013 14:58:00,3.9,Rain,33.3,93,0,1012.8,5,10:58 AM,,8,ESE,16.7,110
Rain,4/12/2013 15:12:00,3.9,Rain,33.3,93,0.02,1012.4,5,11:12 AM,,3.2,East,18.5,100
Light Rain,4/12/2013 15:29:00,3.9,Rain,31.5,89,0.05,1013.1,5.6,11:29 AM,,6.4,NE,14.8,50
Light Rain,4/12/2013 15:51:00,3.9,Rain,27.8,89,0.07,1011.8,5.6,11:51 AM,,8,Variable,7.4,0
Overcast,4/12/2013 16:51:00,4.4,,37,89,0.04,1009.5,6.1,12:51 PM,,16.1,ENE,22.2,60
Overcast,4/12/2013 17:31:00,4.4,,,92,,1010,5.6,1:31 PM,,16.1,North,-9999,0
Overcast,4/12/2013 17:51:00,3.9,,38.9,89,,1009,5.6,1:51 PM,,16.1,ENE,14.8,70
Rain,4/12/2013 18:08:00,3.9,Rain,40.7,89,0.01,1009.4,5.6,2:08 PM,,3.2,East,16.7,90
Rain,4/12/2013 18:15:00,4.4,Rain,35.2,92,0.03,1009.4,5.6,2:15 PM,,2.4,ENE,25.9,70
Light Rain,4/12/2013 18:36:00,3.9,Rain,42.6,89,0.07,1009,5.6,2:36 PM,,4.8,ENE,24.1,70
Overcast,4/12/2013 18:51:00,3.9,,51.9,93,0.07,1008,5,2:51 PM,,12.9,ENE,35.2,70
Light Rain,4/12/2013 19:44:00,3.9,Rain,46.3,93,0.01,1008,5,3:44 PM,,4,ENE,27.8,70
Overcast,4/12/2013 19:51:00,3.9,,46.3,89,0.01,1007.1,5.6,3:51 PM,,6.4,ENE,27.8,70
Overcast,4/12/2013 20:51:00,3.3,,48.2,89,,1007.1,5,4:51 PM,,16.1,ENE,22.2,70
Overcast,4/12/2013 21:51:00,3.9,,,89,,1007.3,5.6,5:51 PM,,16.1,North,-9999,0
Overcast,4/12/2013 22:25:00,3.9,,38.9,89,,1007.7,5.6,6:25 PM,,4,ENE,22.2,60
